PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Otfinowski, Rafael; Kenkel, Norm C.								Covariance between disturbance and soil resources dictates the invasibility of northern fescue prairies								BIOLOGICAL INVASIONS				12	5			1349	1361		10.1007/s10530-009-9551-z			MAY 2010	2010										6							WOS:000276509400034		
J	Suchar, Vasile A.; Crookston, Nicholas L.								Understory cover and biomass indices predictions for forest ecosystems of the Northwestern United States								ECOLOGICAL INDICATORS				10	3			602	609		10.1016/j.ecolind.2009.10.004			MAY 2010	2010										17							WOS:000275220900005		
J	Skrbinsek, Tomaz; Jelencic, Maja; Waits, Lisette; Kos, Ivan; Trontelj, Peter								Highly efficient multiplex PCR of noninvasive DNA does not require pre-amplification								MOLECULAR ECOLOGY RESOURCES				10	3			495	501		10.1111/j.1755-0998.2009.02780.x			MAY 2010	2010										11							WOS:000276407300009		
J	Olano-Marin, Juanita; Dawson, Deborah A.; Girg, Alexander; Hansson, Bengt; Ljungqvist, Marcus; Kempenaers, Bart; Mueller, Jakob C.								A genome-wide set of 106 microsatellite markers for the blue tit (Cyanistes caeruleus)								MOLECULAR ECOLOGY RESOURCES				10	3			516	532		10.1111/j.1755-0998.2009.02777.x			MAY 2010	2010										19							WOS:000276407300012		
J	Jones, Owen R.; Wang, Jinliang								COLONY: a program for parentage and sibship inference from multilocus genotype data								MOLECULAR ECOLOGY RESOURCES				10	3			551	555		10.1111/j.1755-0998.2009.02787.x			MAY 2010	2010										551							WOS:000276407300017		
J	Karell, Patrik; Lehtosalo, Nina; Pietiainen, Hannu; Brommer, Jon E.								Ural owl predation on field voles and bank voles by size, sex and reproductive state								ANNALES ZOOLOGICI FENNICI				47	2			90	98		10.5735/086.047.0202			APR 30 2010	2010										9							WOS:000277250800002		
J	Rossi, Valeria; Piotti, Andrea; Geiger, Walter; Benassi, Giorgio; Menozzi, Paolo								Genetic structure of Austrian and Italian populations of Limnocythere inopinata (Crustacea, Ostracoda): a potential case of post-glacial parthenogenetic invader?								ANNALES ZOOLOGICI FENNICI				47	2			133	143		10.5735/086.047.0206			APR 30 2010	2010										3							WOS:000277250800006		
J	Aertsen, Wim; Kint, Vincent; van Orshoven, Jos; Ozkan, Kuersad; Muys, Bart								Comparison and ranking of different modelling techniques for prediction of site index in Mediterranean mountain forests								ECOLOGICAL MODELLING				221	8			1119	1130		10.1016/j.ecolmodel.2010.01.007			APR 24 2010	2010										131							WOS:000276574900004		
J	Johnson, Leah R.								Implications of dispersal and life history strategies for the persistence of Linyphiid spider populations								ECOLOGICAL MODELLING				221	8			1138	1147		10.1016/j.ecolmodel.2009.12.026			APR 24 2010	2010										3							WOS:000276574900006		
J	Richardson, Christina; Lengagne, Thierry								Multiple signals and male spacing affect female preference at cocktail parties in treefrogs								PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES				277	1685			1247	1252		10.1098/rspb.2009.1836			APR 22 2010	2010										32							WOS:000275381900016		
