PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Ayre, Julian; Wroe-Brown, Robin								The Eleventh- and Twelfth-century Waterfront and Settlement at Queenhithe: Excavations at Bull Wharf, City of London								ARCHAEOLOGICAL JOURNAL				172	2			195	272		10.1080/00665983.2015.1023237			2015	2015										0							WOS:000409515500001		
J	Allington-Jones, Lu								The Clacton Spear: The Last One Hundred Years								ARCHAEOLOGICAL JOURNAL				172	2			273	296		10.1080/00665983.2015.1008839			2015	2015										3							WOS:000409515500002		
J	Brophy, Kenneth; Millican, Kirsty								Wood and Fire: Scotland's Timber Cursus Monuments								ARCHAEOLOGICAL JOURNAL				172	2			297	324		10.1080/00665983.2015.1025589			2015	2015										3							WOS:000409515500003		
J	Brennan, Naomi; Hamerow, Helena								An Anglo-Saxon Great Hall Complex at Sutton Courtenay/Drayton, Oxfordshire: A Royal Centre of Early Wessex?								ARCHAEOLOGICAL JOURNAL				172	2			325	350		10.1080/00665983.2015.1010369			2015	2015										3							WOS:000409515500004		
J	Sofield, Clifford M.								Living with the Dead: Human Burials in Anglo-Saxon Settlement Contexts								ARCHAEOLOGICAL JOURNAL				172	2			351	388		10.1080/00665983.2015.1038688			2015	2015										2							WOS:000409515500005		
J	Poole, Kristopher								Foxes and Badgers in Anglo-Saxon Life and Landscape								ARCHAEOLOGICAL JOURNAL				172	2			389	422		10.1080/00665983.2015.1027871			2015	2015										0							WOS:000409515500006		
J	Butler, Lawrence; Clark, Jonathan								Behind the Romanesque Frieze at Lincoln Cathedral								ARCHAEOLOGICAL JOURNAL				172	2			423	442		10.1080/00665983.2015.1014625			2015	2015										0							WOS:000409515500007		
J	Morgan, Catherine								The work of the British School at Athens, 2014-2015								ARCHAEOLOGICAL REPORTS-LONDON				61				34	48		10.1017/S0570608415000058			2015	2015										0							WOS:000389654200004		
J	Pitt, Robert K.								Recent discoveries & resources in Athenian epigraphy								ARCHAEOLOGICAL REPORTS-LONDON				61				49	55		10.1017/S057060841500006X			2015	2015										0							WOS:000389654200005		
J	Papadopoulou, Chryssanthi								New discoveries in the Piraeus								ARCHAEOLOGICAL REPORTS-LONDON				61				56	64		10.1017/S0570608415000071			2015	2015										0							WOS:000389654200006		
