PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Dietrich, Oliver; Heun, Manfred; Notrofft, Jens; Schmidt, Klaus; Zarnkow, Martin								The role of cult and feasting in the emergence of Neolithic communities. New evidence from Gobekli Tepe, south-eastern Turkey								ANTIQUITY				86	333			674	695		10.1017/S0003598X00047840			SEP 2012	2012										46							WOS:000308514600006		
J	Lewis-Williams, J. David; Pearce, David G.								The southern San and the trance dance: a pivotal debate in the interpretation of San rock paintings								ANTIQUITY				86	333			696	706		10.1017/S0003598X00047852			SEP 2012	2012										14							WOS:000308514600007		
J	Stevens, Chris J.; Fuller, Dorian Q.								Did Neolithic farming fail? The case for a Bronze Age agricultural revolution in the British Isles								ANTIQUITY				86	333			707	722		10.1017/S0003598X00047864			SEP 2012	2012										53							WOS:000308514600008		
J	Sinclair, Paul; Ekblom, Anneli; Wood, Marilee								Trade and society on the south-east African coast in the later first millennium AD: the case of Chibuene								ANTIQUITY				86	333			723	737		10.1017/S0003598X00047876			SEP 2012	2012										32							WOS:000308514600009		
J	Schwartz, J. H.; Houghton, F. D.; Bondioli, L.; Macchiarelli, R.								Bones, teeth, and estimating age of perinates: Carthaginian infant sacrifice revisited								ANTIQUITY				86	333			738	745		10.1017/S0003598X00047888			SEP 2012	2012										8							WOS:000308514600010		
J	Matsumoto, Yuichi								Recognising ritual: the case of Campanayuq Rumi								ANTIQUITY				86	333			746	759		10.1017/S0003598X0004789X			SEP 2012	2012										4							WOS:000308514600011		
J	Hingley, Richard; Witcher, Robert; Nesbitt, Claire								Life of an ancient monument: Hadrian's Wall in history								ANTIQUITY				86	333			760	771		10.1017/S0003598X00047906			SEP 2012	2012										3							WOS:000308514600012		
J	Uribe Villegas, Maria Alicia; Martinon-Torres, Marcos								Composition, colour and context in Muisca votive metalwork (Colombia, AD 600-1800)								ANTIQUITY				86	333			772	791		10.1017/S0003598X00047918			SEP 2012	2012										6							WOS:000308514600013		
J	Doyle, James A.; Garrison, Thomas G.; Houston, Stephen D.								Watchful realms: integrating GIS analysis and political history in the southern Maya lowlands								ANTIQUITY				86	333			792	807		10.1017/S0003598X0004792X			SEP 2012	2012										15							WOS:000308514600014		
J	Bill, Jan; Daly, Aoife								The plundering of the ship graves from Oseberg and Gokstad: an example of power politics?								ANTIQUITY				86	333			808	824		10.1017/S0003598X00047931			SEP 2012	2012										9							WOS:000308514600015		
J	Frazier, Jack; Ishihara-Brito, Reiko								The occurrence of tortoiseshell on a pre-Hispanic Maya mosaic mask								ANTIQUITY				86	333			825	837		10.1017/S0003598X00047943			SEP 2012	2012										0							WOS:000308514600016		
J	Halcrow, Sian; Tayles, Nancy; Inglis, Raelene; Higham, Charles								Newborn twins from prehistoric mainland Southeast Asia: birth, death and personhood								ANTIQUITY				86	333			838	852		10.1017/S0003598X00047955			SEP 2012	2012										1							WOS:000308514600017		
J	Bray, P. J.; Pollard, A. M.								A new interpretative approach to the chemistry of copper-alloy objects: source, recycling and technology								ANTIQUITY				86	333			853	867		10.1017/S0003598X00047967			SEP 2012	2012										29							WOS:000308514600018		
J	Dee, M. W.; Rowland, J. M.; Higham, T. F. G.; Shortland, A. J.; Brock, F.; Harris, S. A.; Ramsey, C. Bronk								Synchronising radiocarbon dating and the Egyptian historical chronology by improved sample selection								ANTIQUITY				86	333			868	883		10.1017/S0003598X00047979			SEP 2012	2012										11							WOS:000308514600019		
J	Plets, Gertjan; Gheyle, Wouter; Verhoeven, Geert; De Reu, Jeroen; Bourgeois, Jean; Verhegge, Jeroen; Stichelbaut, Birger								Three-dimensional recording of archaeological remains in the Altai Mountains								ANTIQUITY				86	333			884	897		10.1017/S0003598X00047980			SEP 2012	2012										20							WOS:000308514600020		
J	Mimisson, Kristjan								Twisted Lives: On the Temporality and Materiality of Biographical Presences								INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY				16	3			455	471		10.1007/s10761-012-0186-x			SEP 2012	2012										3							WOS:000308553600002		
J	Hambrecht, George								Zooarchaeology and Modernity in Iceland								INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY				16	3			472	487		10.1007/s10761-012-0194-x			SEP 2012	2012										8							WOS:000308553600003		
J	Aldred, Oscar								Mobile Communities: The Gathering and Sorting of Sheep in Skutustaoarhreppur, Northeast Iceland								INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY				16	3			488	508		10.1007/s10761-012-0187-9			SEP 2012	2012										4							WOS:000308553600004		
J	Smith, Michele Hayeur								"Some in Rags and Some in Jags and Some in Silken Gowns": Textiles from Iceland's Early Modern Period								INTERNATIONAL JOURNAL OF HISTORICAL ARCHAEOLOGY				16	3			509	528		10.1007/s10761-012-0190-1			SEP 2012	2012										2							WOS:000308553600005		
