PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Fairbairn, A								A history of agricultural production at Neolithic Catalhoyuk East, Turkey								WORLD ARCHAEOLOGY				37	2			197	210		10.1080/00438240500094762			JUN 2005	2005										21							WOS:000230638700004		
J	Johnston, R								A social archaeology of garden plots in the Bronze Age of northern and western Britain								WORLD ARCHAEOLOGY				37	2			211	223		10.1080/00438240500094853			JUN 2005	2005										10							WOS:000230638700005		
J	Guttmann, EBA								Midden cultivation in prehistoric Britain: arable crops in gardens								WORLD ARCHAEOLOGY				37	2			224	239		10.1080/00438240500094937			JUN 2005	2005										15							WOS:000230638700006		
J	Kirch, PV; Coil, J; Hartshorn, AS; Jeraj, M; Vitousek, PM; Chadwick, OA								Intensive dryland farming on the leeward slopes of Haleakala, Maui, Hawaiian Islands: archaeological, archaeobotanical, and geochemical perspectives								WORLD ARCHAEOLOGY				37	2			240	258		10.1080/00438240500095074			JUN 2005	2005										20							WOS:000230638700007		
J	Scarry, CM; Scarry, JF								Native American 'garden agriculture' in southeastern North America								WORLD ARCHAEOLOGY				37	2			259	274		10.1080/00438243500095199			JUN 2005	2005										13							WOS:000230638700008		
J	VanDerwarker, AM								Field cultivation and tree management in tropical agriculture: a view from Gulf Coastal Mexico								WORLD ARCHAEOLOGY				37	2			275	289		10.1080/00438240500095298			JUN 2005	2005										8							WOS:000230638700009		
J	Denham, T								Envisaging early agriculture in the Highlands of New Guinea: landscapes, plants and practices								WORLD ARCHAEOLOGY				37	2			290	306		10.1080/00438240500095447			JUN 2005	2005										26							WOS:000230638700010		
J	Greenfield, HJ; Fowler, KD; van Schalkwyk, LO								Where are the gardens? Early iron age horticulture in the Thukela River Basin of South Africa								WORLD ARCHAEOLOGY				37	2			307	328		10.1080/00438240500095496			JUN 2005	2005										6							WOS:000230638700011		
J	Gaultier, M; Guy, H; Munoz, O; Tosi, M; Usai, D								Settlement structures and cemetery at Wadi Shab-GAS1, sultanate of Oman: Report on the 2002 and 2003 field seasons								ARABIAN ARCHAEOLOGY AND EPIGRAPHY				16	1			1	20		10.1111/j.1600-0471.2005.00040.x			MAY 2005	2005										4							WOS:000229091700001		
J	Connan, J; Carter, R; Crawford, H; Tobey, M; Charrie-Duhaut, A; Jarvie, D; Albrecht, P; Norman, K								A comparative geochemical study of bituminous boat remains from H3, As-Sabiyah (Kuwait), and RJ-2, Ra's al-Jinz (Oman)								ARABIAN ARCHAEOLOGY AND EPIGRAPHY				16	1			21	66		10.1111/j.1600-0471.2005.00041.x			MAY 2005	2005										19							WOS:000229091700002		
J	Potts, DT								In the beginning: Marhashi and the origins of Magan's ceramic industry in the third millennium BC								ARABIAN ARCHAEOLOGY AND EPIGRAPHY				16	1			67	78		10.1111/j.1600-0471.2005.00042.x			MAY 2005	2005										17							WOS:000229091700003		
J	Insoll, T								A dilmun temple in Bilad al-Qadim, Bahrain: A preliminary indication?								ARABIAN ARCHAEOLOGY AND EPIGRAPHY				16	1			79	81					MAY 2005	2005										2							WOS:000229091700004		
J	Magee, P								Investigating cross-gulf trade in the iron age III period: chronological and compositional data on burnished maroon slipped ware (BMSW) in southeastern Arabia and Iran								ARABIAN ARCHAEOLOGY AND EPIGRAPHY				16	1			82	92		10.1111/j.1600-0471.2005.00044.x			MAY 2005	2005										5							WOS:000229091700005		
J	Brier, Bob								Treasure of Tanis - Royal riches discovered during World War II rival those of Tutankhamun, but remain virtually unknown								ARCHAEOLOGY				58	3			18	25					MAY-JUN 2005	2005										0							WOS:000241677500018		
J	Milanich, Jerald T.								The devil in the details - What are Brazilian war clubs and Pacific seashells doing in 400-year-old engravings of Florida Indians?								ARCHAEOLOGY				58	3			26	31					MAY-JUN 2005	2005										4							WOS:000241677500019		
J	Pinkowski, Jennifer								Neolithic France - In a tomb undisturbed for 6,000 years, archaeologists encounter an unexpected world								ARCHAEOLOGY				58	3			32	35					MAY-JUN 2005	2005										0							WOS:000241677500020		
J	Gidwitz, Tom								Turtle dives again - Re-creating George Washington's revolutionary submarine								ARCHAEOLOGY				58	3			36	41					MAY-JUN 2005	2005										0							WOS:000241677500021		
J	Romey, Kristin M.								The dead of Snake Hill - A man's search for his grandfather sparks an unusually moving excavation along the New Jersey Turnpike								ARCHAEOLOGY				58	3			42	+					MAY-JUN 2005	2005										1							WOS:000241677500022		
J	Solis, Julia								Inside the asylums (Mental asylums)								ARCHAEOLOGY				58	3			47	47					MAY-JUN 2005	2005										0							WOS:000241677500023		
J	Folger, Tim								Chaco Canyon in cyberspace (www.traditionsofthesun.org)								ARCHAEOLOGY				58	3			56	57					MAY-JUN 2005	2005										0							WOS:000241677500028		
J	Cool, Hilary								Rescuing an old dig - Women warriors from beyond the Danube and complex burial rituals are among the unexpected finds at a Roman military cemetery.								ARCHAEOLOGY				58	3			61	+					MAY-JUN 2005	2005										1							WOS:000241677500031		
J	[Anonymous]								Herculaneum's hawks								ARCHAEOLOGY				58	3			72	72					MAY-JUN 2005	2005										0							WOS:000241677500032		
J	Frisia, S; Borsato, A; Susini, J; Somogyi, A								Climate forcings and their influence on Alpine history as reconstructed through the application of synchrotron-based X-ray microfluorescence on layered stalagmites								ARCHAEOMETRY				47				209	219		10.1111/j.1475-4754.2005.00197.x			MAY 2005	2005						Joint Conference on of the Italian-Archaeometric-Association/German-Archaeometric-Association	FEB 13-14, 2004	Italian Archaeometr Assoc; German Archaeometr Assoc	Bressanone, ITALY	8							WOS:000229975400002		
J	Della Casa, PH								Lithic resources in the early prehistory of the Alps								ARCHAEOMETRY				47				221	234					MAY 2005	2005						Joint Conference on of the Italian-Archaeometric-Association/German-Archaeometric-Association	FEB 13-14, 2004	Italian Archaeometr Assoc; German Archaeometr Assoc	Bressanone, ITALY	9							WOS:000229975400003		
J	D'Amico, C								Neolithic 'greenstone' axe blades from northwestern Italy across europe: A first petrographic comparison								ARCHAEOMETRY				47				235	252		10.1111/j.1475-4754.2005.00199.x			MAY 2005	2005						Joint Conference on of the Italian-Archaeometric-Association/German-Archaeometric-Association	FEB 13-14, 2004	Italian Archaeometr Assoc; German Archaeometr Assoc	Bressanone, ITALY	18							WOS:000229975400004		
J	Santi, P; Antonelli, F; Renzulli, A								Provenance of medieval pietra ollare artefacts found in archaeological sites of central-eastern Italy: Insights into the alpine soapstone trade								ARCHAEOMETRY				47				253	264		10.1111/j.1475-4754.2005.00200.x			MAY 2005	2005						Joint Conference on of the Italian-Archaeometric-Association/German-Archaeometric-Association	FEB 13-14, 2004	Italian Archaeometr Assoc; German Archaeometr Assoc	Bressanone, ITALY	13							WOS:000229975400005		
J	Unterwurzacher, M; Polleres, J; Mirwald, P								Provenance study of marble artefacts from the Roman burial area of faschendorf (Carinthia, Austria)								ARCHAEOMETRY				47				265	273		10.1111/j.1475-4754.2005.00201.x			MAY 2005	2005						Joint Conference on of the Italian-Archaeometric-Association/German-Archaeometric-Association	FEB 13-14, 2004	Italian Archaeometr Assoc; German Archaeometr Assoc	Bressanone, ITALY	11							WOS:000229975400006		
J	Giumlia-Mair, A								Copper and copper alloys in the southeastern Alps: An overview								ARCHAEOMETRY				47				275	292		10.1111/j.1475-4754.2005.00202.x			MAY 2005	2005						Joint Conference on of the Italian-Archaeometric-Association/German-Archaeometric-Association	FEB 13-14, 2004	Italian Archaeometr Assoc; German Archaeometr Assoc	Bressanone, ITALY	23							WOS:000229975400007		
J	Hoppner, B; Bartelheim, M; Huijsmans, M; Krauss, R; Martinek, KP; Pernicka, E; Schwab, R								Prehistoric copper production in the Inn Valley (Austria), and the earliest copper in central Europe								ARCHAEOMETRY				47				293	315		10.1111/j.1475-4754.2005.00203.x			MAY 2005	2005						Joint Conference on of the Italian-Archaeometric-Association/German-Archaeometric-Association	FEB 13-14, 2004	Italian Archaeometr Assoc; German Archaeometr Assoc	Bressanone, ITALY	64							WOS:000229975400008		
J	Tumiati, S; Casartelli, P; Mambretti, A; Martin, S; Frizzo, P; Rottoli, M								The ancient mine of servette (Saint-Marcel, Val d'Aosta, western Italian Alps): A mineralogical, metallurgical and charcoal analysis of furnace slags								ARCHAEOMETRY				47				317	340		10.1111/j.1475-4754.2005.00204.x			MAY 2005	2005						Joint Conference on of the Italian-Archaeometric-Association/German-Archaeometric-Association	FEB 13-14, 2004	Italian Archaeometr Assoc; German Archaeometr Assoc	Bressanone, ITALY	16							WOS:000229975400009		
J	Zaghis, F; Molin, G; Salviulo, G; Calliari, I; Ramous, E; Gangemi, G								A new setting for the northern border of the Veneti: Metallic finds from the Venetic site of Monte Calvario, Auronzo di Cadore								ARCHAEOMETRY				47				341	349		10.1111/j.1475-4754.2005.00205.x			MAY 2005	2005						Joint Conference on of the Italian-Archaeometric-Association/German-Archaeometric-Association	FEB 13-14, 2004	Italian Archaeometr Assoc; German Archaeometr Assoc	Bressanone, ITALY	2							WOS:000229975400010		
J	Dal Bianco, B; Bertoncello, R; Milanese, L; Barison, S								Glass corrosion across the Alps: A surface study of chemical corrosion of glasses found in marine and ground environments								ARCHAEOMETRY				47				351	360		10.1111/j.1475-4754.2005.00206.x			MAY 2005	2005						Joint Conference on of the Italian-Archaeometric-Association/German-Archaeometric-Association	FEB 13-14, 2004	Italian Archaeometr Assoc; German Archaeometr Assoc	Bressanone, ITALY	10							WOS:000229975400011		
J	Wolf, S; Kessler, CM; Stern, WB; Gerber, Y								The composition and manufacture of early medieval coloured window glass from sion (Valais, Switzerland) - A Roman glass-making tradition or innovative craftsmanship?								ARCHAEOMETRY				47				361	380		10.1111/j.1475-4754.2005.00207.x			MAY 2005	2005						Joint Conference on of the Italian-Archaeometric-Association/German-Archaeometric-Association	FEB 13-14, 2004	Italian Archaeometr Assoc; German Archaeometr Assoc	Bressanone, ITALY	31							WOS:000229975400012		
